term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0102672,abnormal morphology of axial mesoderm ,Any structural anomaly of the axial mesoderm.,abnormal shape of axial mesoderm
http://purl.obolibrary.org/obo/XPO_0102760,abnormal morphology of dorsal pallidum ,Any structural anomaly of the dorsal pallidum.,abnormal shape of dorsal pallidum
http://purl.obolibrary.org/obo/XPO_0102459,abnormal morphology of atypical epithelium ,Any structural anomaly of the atypical epithelium.,abnormal shape of atypical epithelium
http://purl.obolibrary.org/obo/XPO_0102547,abnormal morphology of dermal system ,Any structural anomaly of the dermal system.,abnormal shape of dermal system
http://purl.obolibrary.org/obo/XPO_0102723,abnormal morphology of lower eyelid ,Any structural anomaly of the lower eyelid.,abnormal shape of lower eyelid
http://purl.obolibrary.org/obo/XPO_0102811,abnormal morphology of pars interna of the stapes ,Any structural anomaly of the pars interna of the stapes.,abnormal shape of pars interna of the stapes
http://purl.obolibrary.org/obo/XPO_0100002,abnormal head,Abnormality of head.,abnormality of head
http://purl.obolibrary.org/obo/XPO_0103288,absent hindlimb bud,Absence of hindlimb bud.,missing hindlimb bud
http://purl.obolibrary.org/obo/XPO_0103376,increased size of the eye,An increase in the size of the eye.,enlarged eye
http://purl.obolibrary.org/obo/XPO_0103464,bifurcated hindlimb digit 5,Bifurcation of the hindlimb digit 5.,hindlimb digit 5 bifurcation
http://purl.obolibrary.org/obo/XPO_0103640,increased thickness of the epidermis in forelimb bud,An increase in the thickness of the epidermis in the forelimb bud.,thickened epidermis in forelimb bud
http://purl.obolibrary.org/obo/XPO_0103339,decreased size of the foregut,An abnormal reduction in the size of the foregut.,abnormally small foregut
http://purl.obolibrary.org/obo/XPO_0103427,decreased size of the tail somite,An abnormal reduction in the size of the tail somite.,abnormally small tail somite
http://purl.obolibrary.org/obo/XPO_0103603,increased size of the mesoderm in trunk region,An increase in the size of the mesoderm in the trunk region.,enlarged mesoderm in trunk region
http://purl.obolibrary.org/obo/XPO_0100592,abnormal auditory apparatus,Abnormality of auditory apparatus.,abnormality of auditory apparatus
http://purl.obolibrary.org/obo/XPO_0100680,abnormal epidermis outer layer,Abnormality of epidermis outer layer.,abnormality of epidermis outer layer
http://purl.obolibrary.org/obo/XPO_0100379,abnormal periosteum,Abnormality of periosteum.,abnormality of periosteum
http://purl.obolibrary.org/obo/XPO_0100467,abnormal tail somite 16,Abnormality of tail somite 16.,abnormality of tail somite 16
http://purl.obolibrary.org/obo/XPO_0100555,abnormal central endoderm,Abnormality of central endoderm.,abnormality of central endoderm
http://purl.obolibrary.org/obo/XPO_0100643,abnormal thoracic region,Abnormality of thoracic region.,abnormality of thoracic region
http://purl.obolibrary.org/obo/XPO_0100731,abnormal arterial endothelium,Abnormality of arterial endothelium.,abnormality of arterial endothelium
http://purl.obolibrary.org/obo/XPO_0101296,abnormal m. rectus abdominis,Abnormality of m. rectus abdominis.,abnormality of m. rectus abdominis
http://purl.obolibrary.org/obo/XPO_0101384,abnormal posterior tectum,Abnormality of posterior tectum.,abnormality of posterior tectum
http://purl.obolibrary.org/obo/XPO_0101472,abnormal zygote cortex,Abnormality of zygote cortex.,abnormality of zygote cortex
http://purl.obolibrary.org/obo/XPO_0101560,abnormal compound organ component,Abnormality of compound organ component.,abnormality of compound organ component
http://purl.obolibrary.org/obo/XPO_0115828,abnormal duplication of left eye ,Any abnormal duplication of the left eye.,abnormally duplicated left eye
http://purl.obolibrary.org/obo/XPO_0115828,abnormal duplication of left eye ,Any abnormal duplication of the left eye.,abnormal duplication of left eye
http://purl.obolibrary.org/obo/XPO_0100518,abnormal bone tissue,Abnormality of bone tissue.,abnormality of bone tissue
http://purl.obolibrary.org/obo/XPO_0100606,abnormal basal forebrain,Abnormality of basal forebrain.,abnormality of basal forebrain
http://purl.obolibrary.org/obo/XPO_0101347,abnormal hindlimb region,Abnormality of hindlimb region.,abnormality of hindlimb region
http://purl.obolibrary.org/obo/XPO_0101435,abnormal paracrine cell,Abnormality of paracrine cell.,abnormality of paracrine cell
http://purl.obolibrary.org/obo/XPO_0101523,abnormal bipolar neuron,Abnormality of bipolar neuron.,abnormality of bipolar neuron
http://purl.obolibrary.org/obo/XPO_0102088,abnormal morphology of m. levator mandibulae externus primordium ,Any structural anomaly of the m. levator mandibulae externus primordium.,abnormal shape of m. levator mandibulae externus primordium
http://purl.obolibrary.org/obo/XPO_0102176,abnormal morphology of neuromast support cell ,Any structural anomaly of the neuromast support cell.,abnormal shape of neuromast support cell
http://purl.obolibrary.org/obo/XPO_0102352,abnormal morphology of ilium ,Any structural anomaly of the ilium.,abnormal shape of ilium
http://purl.obolibrary.org/obo/XPO_0102440,abnormal morphology of cardiac jelly ,Any structural anomaly of the cardiac jelly.,abnormal shape of cardiac jelly
http://purl.obolibrary.org/obo/XPO_0103093,abnormal morphology of sperm entry point ,Any structural anomaly of the sperm entry point.,abnormal shape of sperm entry point
http://purl.obolibrary.org/obo/XPO_0103181,abnormal morphology of dorsal column nucleus ,Any structural anomaly of the dorsal column nucleus.,abnormal shape of dorsal column nucleus
http://purl.obolibrary.org/obo/XPO_0102139,abnormal morphology of skin ,Any structural anomaly of the skin.,abnormal shape of skin
http://purl.obolibrary.org/obo/XPO_0102227,abnormal morphology of cardiac myocyte ,Any structural anomaly of the cardiac myocyte.,abnormal shape of cardiac myocyte
http://purl.obolibrary.org/obo/XPO_0102315,abnormal morphology of trunk somite 1 ,Any structural anomaly of the trunk somite 1.,abnormal shape of trunk somite 1
http://purl.obolibrary.org/obo/XPO_0102403,abnormal morphology of distal stomach ,Any structural anomaly of the distal stomach.,abnormal shape of distal stomach
http://purl.obolibrary.org/obo/XPO_0103056,abnormal morphology of coelomic epithelium ,Any structural anomaly of the coelomic epithelium.,abnormal shape of coelomic epithelium
http://purl.obolibrary.org/obo/XPO_0103144,abnormal morphology of lateral funiculus ,Any structural anomaly of the lateral funiculus.,abnormal shape of lateral funiculus
http://purl.obolibrary.org/obo/XPO_0103232,abnormal morphology of Schwann cell ,Any structural anomaly of the Schwann cell.,abnormal shape of Schwann cell
http://purl.obolibrary.org/obo/XPO_0103320,absent ventral pancreatic bud,Absence of ventral pancreatic bud.,missing ventral pancreatic bud
http://purl.obolibrary.org/obo/XPO_0103019,abnormal morphology of melanophore ,Any structural anomaly of the melanophore.,abnormal shape of melanophore
http://purl.obolibrary.org/obo/XPO_0103107,abnormal morphology of ventral septum ,Any structural anomaly of the ventral septum.,abnormal shape of ventral septum
http://purl.obolibrary.org/obo/XPO_0107399,abnormal morphology of filopodium ,Any structural anomaly of the filopodium.,abnormal shape of filopodium
http://purl.obolibrary.org/obo/XPO_0101988,abnormal morphology of m. rectus anterior primordium ,Any structural anomaly of the m. rectus anterior primordium.,abnormal shape of m. rectus anterior primordium
http://purl.obolibrary.org/obo/XPO_0102993,abnormal morphology of musculoabdominal vein ,Any structural anomaly of the musculoabdominal vein.,abnormal shape of musculoabdominal vein
http://purl.obolibrary.org/obo/XPO_0100184,abnormal tooth,Abnormality of tooth.,abnormality of tooth
http://purl.obolibrary.org/obo/XPO_0100272,abnormal coelom,Abnormality of coelom.,abnormality of coelom
http://purl.obolibrary.org/obo/XPO_0100360,abnormal aortic arch 6,Abnormality of aortic arch 6.,abnormality of aortic arch 6
http://purl.obolibrary.org/obo/XPO_0102868,abnormal morphology of cutaneous femoral vein ,Any structural anomaly of the cutaneous femoral vein.,abnormal shape of cutaneous femoral vein
http://purl.obolibrary.org/obo/XPO_0102956,abnormal morphology of m. transversus anterior ,Any structural anomaly of the m. transversus anterior.,abnormal shape of m. transversus anterior
http://purl.obolibrary.org/obo/XPO_0100059,abnormal regenerating tail,Abnormality of regenerating tail.,abnormality of regenerating tail
http://purl.obolibrary.org/obo/XPO_0100147,abnormal mesonephric mesenchyme,Abnormality of mesonephric mesenchyme.,abnormality of mesonephric mesenchyme
http://purl.obolibrary.org/obo/XPO_0100235,abnormal oval window,Abnormality of oval window.,abnormality of oval window
http://purl.obolibrary.org/obo/XPO_0100323,abnormal intersomitic artery,Abnormality of intersomitic artery.,abnormality of intersomitic artery
http://purl.obolibrary.org/obo/XPO_0100411,abnormal trunk somite 11,Abnormality of trunk somite 11.,abnormality of trunk somite 11
http://purl.obolibrary.org/obo/XPO_0103697,Absent zeugopod in the regenerating hindlimb,Absence of the zeugopod in the regenerating hindlimb.,Missing zeugopod in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103785,increased length of the somite,"longer, increased length of, somite",longer somite
http://purl.obolibrary.org/obo/XPO_0101064,abnormal accessory olfactory bulb,Abnormality of accessory olfactory bulb.,abnormality of accessory olfactory bulb
http://purl.obolibrary.org/obo/XPO_0101152,abnormal retinal progenitor cell region,Abnormality of retinal progenitor cell region.,abnormality of retinal progenitor cell region
http://purl.obolibrary.org/obo/XPO_0101240,abnormal ciliated non-epidermal cell,Abnormality of ciliated non-epidermal cell.,abnormality of ciliated non-epidermal cell
http://purl.obolibrary.org/obo/XPO_0102919,abnormal morphology of neuroectoderm outer layer ,Any structural anomaly of the neuroectoderm outer layer.,abnormal shape of neuroectoderm outer layer
http://purl.obolibrary.org/obo/XPO_0103748,increased size of the tibia-fibula,An increase in the size of the tibia-fibula.,enlarged tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103836,Decreased number of skeletal element in the regenerating forelimb,The presence of a reduced number of skeletal element in the regenerating forelimb.,Reduced number of skeletal element in the regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0101027,abnormal anterior branchial crest,Abnormality of anterior branchial crest.,abnormality of anterior branchial crest
http://purl.obolibrary.org/obo/XPO_0101115,abnormal trunk lateral line,Abnormality of trunk lateral line.,abnormality of trunk lateral line
http://purl.obolibrary.org/obo/XPO_0101203,abnormal vestibule,Abnormality of vestibule.,abnormality of vestibule
http://purl.obolibrary.org/obo/XPO_0102032,abnormal morphology of tibia-fibula ,Any structural anomaly of the tibia-fibula.,abnormal shape of tibia-fibula
http://purl.obolibrary.org/obo/XPO_0102120,abnormal morphology of external jugular vein ,Any structural anomaly of the external jugular vein.,abnormal shape of external jugular vein
http://purl.obolibrary.org/obo/XPO_0103000,abnormal morphology of regenerating eye ,Any structural anomaly of the regenerating eye.,abnormal shape of regenerating eye
http://purl.obolibrary.org/obo/XPO_0107292,abnormal small secretory cell,Abnormality of small secretory cell.,abnormality of small secretory cell
http://purl.obolibrary.org/obo/XPO_0107380,abnormal morphology of dorsal telencephalon ,Any structural anomaly of the dorsal telencephalon.,abnormal shape of dorsal telencephalon
http://purl.obolibrary.org/obo/XPO_0100788,abnormal branchial arch 4,Abnormality of branchial arch 4.,abnormality of branchial arch 4
http://purl.obolibrary.org/obo/XPO_0100876,abnormal m. levator mandibulae longus superior primordium,Abnormality of m. levator mandibulae longus superior primordium.,abnormality of m. levator mandibulae longus superior primordium
http://purl.obolibrary.org/obo/XPO_0107255,abnormal lateral preplacodal ectoderm,Abnormality of lateral preplacodal ectoderm.,abnormality of lateral preplacodal ectoderm
http://purl.obolibrary.org/obo/XPO_0100964,abnormal follicle layer,Abnormality of follicle layer.,abnormality of follicle layer
http://purl.obolibrary.org/obo/XPO_0107343,abnormal morphology of cardiac atrium ,Any structural anomaly of the cardiac atrium.,abnormal shape of cardiac atrium
http://purl.obolibrary.org/obo/XPO_0101793,abnormal morphology of hindbrain ,Any structural anomaly of the hindbrain.,abnormal shape of hindbrain
http://purl.obolibrary.org/obo/XPO_0101881,abnormal morphology of avascular GAG-rich matrix ,Any structural anomaly of the avascular GAG-rich matrix.,abnormal shape of avascular GAG-rich matrix
http://purl.obolibrary.org/obo/XPO_0100839,abnormal skeletal myocyte,Abnormality of skeletal myocyte.,abnormality of skeletal myocyte
http://purl.obolibrary.org/obo/XPO_0100927,abnormal sacral vertebra,Abnormality of sacral vertebra.,abnormality of sacral vertebra
http://purl.obolibrary.org/obo/XPO_0107306,abnormal ventral posterior hindgut endoderm,Abnormality of ventral posterior hindgut endoderm.,abnormality of ventral posterior hindgut endoderm
http://purl.obolibrary.org/obo/XPO_0101668,abnormal morphology of ovary ,Any structural anomaly of the ovary.,abnormal shape of ovary
http://purl.obolibrary.org/obo/XPO_0101756,abnormal morphology of endochondral element ,Any structural anomaly of the endochondral element.,abnormal shape of endochondral element
http://purl.obolibrary.org/obo/XPO_0101844,abnormal morphology of trabecula cranii ,Any structural anomaly of the trabecula cranii.,abnormal shape of trabecula cranii
